Batman - The Movie Review. But this for my kids and it was the most boring movie I have ever watched.The shows are more entertaining to watch then the movie 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
old documentary!. Please think this DVD is recorded in 1986. More worse, this is recorded as a documentary. Sound quality is worst. After I bought this and DVD of &quot;Company&quot; 
Terrible Transfer to DVD. This is absolutely no improvement on the poor VHS video tape.A travesty.I subtract all stars for the terrible transfer, menu, and options.  
Bad director, bad!. God, this movie was....lame. I mean, it was lame. It limped; it struggled, it staggered. I lost track of the cliches during the first five minutes. The 
fading, fading, gone. This movie is great if you want to go to sleep and you ran out of boring books. Ethan Hawke leans to heavily on Kris Kristofferson s 
Would ve given it nil stars if I could ve... Dated, derivative, self-indulgent & unintelligent. This is truly bottom of the range stuff. The acting, directing, soundtrack and script are 
Something gets lost in translation. I recently rented this movie, having never seen it before. I m wondering what all the kudo s were for. Denuve was pretty and had 
Very sad attempt at a sequel. I rented this film immediatley after seeing the first Bride with White Hair hoping for a fluid and entrancing continuation of the story. There 
Same Thing. The Dane Cook episode is the same one that it on his Harmful If Swallowed c.d. The c.d. also has the uncensored version of this routine that is 
Not Happy. I m a fan of NCIS, but living in australia means that the episodes and dvd s area released months behind those in the USA. Why is this 
not very interesting. maybe i m just too picky because i m fond of the quality of recent bbc films. i did not think much of this movie pseudo-artsy, in 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
Inferior sequel. I loved Mortal Kombat,and I thought the sequel would carry on the great Kombat legacy.I was heartily dissapointed when I saw annihilation.Brian Johnson was cool as Khan,but some 
Throw Timecop 2 in the garbage bin, because it s nothing but trash... If you want to checkout a good Jason Scott Lee film, I recommend the following:Dragon: The Bruce 
let s make this short and sweet... This is one of the most boring movies I have ever seen. I knew from the very beginning of the movie that there 
Not Happy. I m a fan of NCIS, but living in australia means that the episodes and dvd s area released months behind those in the USA. Why is this 
most boring movie i have ever seen...... i finally decided to purchase this movie considering i was told by one person it was symbolic and by another it was truely 
Missing episodes. This series is being sold with missing episodes, like many others here in Unbox. Do they think their customers are so dumb? Would you buy a DVD series 
What about the missing episodes. Why should one buy this series? What about the missing episodes? Are they going to be added later, or this is it? I cannot believe 
Columbia Wimps Out. Too bad Republic didn t make this serial because over there they at least had Commando Cody and Captain Marvel up in the skies. Instead we get 
The book is better. This film is based on one of my favourite books, so I was really looking forward to seeing it. Despite great performances by Blanchett and Fienes, 
Another sequel..... Not much really needs to be said but, I m sure you are all asking the same question as I am...When is Michael going to die! I love 
[2.5]--Cheese-la-Weez What Happen Here?. As curious as I was about this movie it had me dazed. The Good Shepherd always struck me symbol for Christianity. Shepherds look after their flocks 
Do not watch this film. This film is laughably bad. The entire plot is completely unrealistic and it is difficult to have any sympathy for the cruel murderer who is 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
Marco?. I ll always watch Gary Cooper. But as Marco Polo he s just not that good. MGM lavish production seems kind of chinzy. Amusing? Entertaining? Not so much. He 
BLAH, BLAH, BLAH... this has got to be the WORST film I ve ever seen. its not sad. Its not funny, jest over blow mellow dramatic garbage. I don t 
KILL MEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!!. KILL MEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!! THIS MOVIE IS THE WORST MOVIE OF ALL, ALL, ALL, TIME SINCE THE HISTORY OF THE UNIVERSE AND BEFORE THAT! IN THEATERS I WAS THE ONLY 
Definitely not recommended. I m afraid that the reviewers who didn t like this movie understood it all too well. At times it promises real drama and tension, but never 
The details are wrong, the big picture is inexistant. The details are all fine if you don t know the middle east - but are not well researched and inconsistent. 
NOT the Original Version. This has already been expressed here in the reviews, but just as a reminder one more time..... this DVD is NOT the original version. The original 
The Village Idiots. Note: If you don t want to know how the movie ends, don t read this. I m giving you fair warning now, so don t complain 
I have only SIX WORDS for this pitiful, woeful remake of a classic Frankenheimer flick. And what are those words?Why, simply put they are: DENZEL WASHINGTON IS NO FRANK SINATRA 
Why the Charge. Curious as to why Amazon would charge for this content when CBS offers it for free on the official Survivor Website. Yeah, at the CBS site you 
BOOORIIIIIING!!!!!. I WANT THE TWO HOURS OF MY LIFE BACK!After all the talk about what a cult classic this film is! What a waste of time! Maybe this movie was 
Philadelphia. Denzel Washington is probably my favorite actor. Even in that dog of a movie called THE MANCHURIAN CANDIDATE, he shone. Tom Hanks? Well, lemme quit hating the guy. This 
Same Thing. The Dane Cook episode is the same one that it on his Harmful If Swallowed c.d. The c.d. also has the uncensored version of this routine that is 
Two Smart Girls Grow Up. I would have rated it three stars if it would have had all three girls from the Original but since it didn t two stars. 
Aims low and hits its target. This straight-to-video s modest budget is attested to by the fact that while most of the action is supposed to take place at a 
They stole my money. I never received this product and the order tracker never displayed the problem with this order? icon. They stole my 20.00 and now have the nerve 
UnBox video not yet working. Will not play once video was downloaded. I get the error message: can not play file, please try again later. error# 0x80040273 I made the 
Dont get Fiji final week ... Dont dwnld Survivor, Thunderstorms & Sacrifice . Its my fault for not reading the whole thing. you would think that the last episode would 
Bad Device. I wish that Amazon can get it right, that when you create a service you do not have to go into some s computer and screw around, Shame 
Indiscreet DVD. Do not buy this. I have bought 2 diffferent copies of this factory sealed and I can not play clear through either of them. The movie is as 
Poor support. This was my first download of this type and also my last. I did get it to play with my desktop where I downloaded it but moving it 
If you loved Terms of Endearment, never watch this film. I adore Terms of Endearment, it s a movie that time and time again has never failed to touch my 
Just when you think Dolph can t get sink any lower.......... I will be honest I like Dolph Lundgren.........a look at his filmography you see B.movie classics such as The 
Dont get Fiji final week ... Dont dwnld Survivor, Thunderstorms & Sacrifice . Its my fault for not reading the whole thing. you would think that the last episode would 
Wish I would have paid attention. Vanity! Nude! Bizarre story! Sounds perfect! What more could one want? How about a decent transfer to DVD?! Had I been paying attention, I 
This is a comedy?. Seriously, I didn t even think that this was a comedy until I came here and saw people saying it wasn t funny. I got it 
Missing episodes. This series is being sold with missing episodes, like many others here in Unbox. Do they think their customers are so dumb? Would you buy a DVD series 
Where is Jermaine Jackson s music video?. This DVD is a waste.They should ve included Jermaine Jackson smusic video Closest Thing To Perfect.I read somewhere else online thatJamie Lee Curtis 
Really dumb Disney flick!. They chosen Robin Williams to be in a Disney movie and this movie turned out to be very corny. Special effects are dull though. If I 
I ve been cheated by Amazon. It really sucks, tried to download but it s not able to be viewed in pc s outsided the united states. Crikey.I ll have 
Not happy. This is only a portion of this episode. It cuts off in the middle of a sentence  
will carrie wind up with zhivago or stalin? oops, i must be mixing up my stories ... an insufferable view of life among a claque of ruskie girlfriends from the 
This Film is a Disaster. Tom Berenger must have been desperate for work when he signed up for this embarrassment of a film. It has the feel and tone of 
Star Trek: City on the Edge of Forever. My favorite show of the Trek series but there s no way I d buy another individual program from Amazon. It will 
Movie is great, but Unbox is uncooked. Movie got 2 3 through and just quit. No problem, this is Windows right? Just reboot and start where you left off. Only 
Could have been better. Simply not enough of Amy Weber in the film. In the scenes she was in she looked lovely, but I was hoping to see more. Anyone 
Fellini s Rome --- A Commercial Collection of Stereotypes. There is a lot of traffic in Rome.Especially on the raccordo annulare , where accidentsare also frequent.The traffic is noisy and 
Valentine 2001 . Director: Jamie BlanksCast: Denise Richards, David Broeanaz, Marley Shelton, Jessica Capshaw, Jessica Cauffiel, Katherine Heigl, Hedy Burress, Fulvio Cecere.Running Time: 96 minutesRated R for strong horror violence, 
Cant watch. I downloaded this program and it was garbled and video as if played in slow motion. This is the first of two downloads that didn t play. I 
could not be viewed!. i downloaded it and i couldn t view the video paste the intro. then i RE-downloaded it thinking that maybe it was a corrupt file, but 
Please not another season of this!. Ok so I have always thought Courteney Cox should not be allowed on screen due to lack of acting talent and this show just 
Did not work. The ones that are posted twice do not work. If they are posted once, you can try to download it, but it might not work. The video 
Corny movie. I admit that I m a die-hard Johnny Depp fan, but this wasn t anywhere near one of his best. He IS adorable in the movie, but the 
The Film That Sunk Two Careers. Two of a Kind has a unique distinction of being somewhat responsible for sinking two acting careers.Olivia Newton-John, coming off the dismal reviews from 
Miserable acting, horrible script, inane directing. What a mind-numbingly inept end chapter to a series that began with the greatest horror-comedy of all time, The Re-Animator. Continuing in his deluded 
The Mothman Travesty. Three problems with this film:1. PACING - The film s pacing doesn t vary. It s very boring. As a matter of fact, this wouldn t be 
New York stock trader to messenger?. I don t think so. Contrived movie with a little cycling thrown in to make up for a poor script. Think about it: take 
Read The Book. My first viewing of Fahrenheit 451 since its initial release in 1966 was last night via DVD. Any casual film fan who watches will fall to sleep 
Disappointing Flick Overall. The Initiation is very slow and dreadful movie. The first 40 minutes are wasted with flashbacks and talking but the end in the shopping mall is decently 
UnBox video not yet working. Will not play once video was downloaded. I get the error message: can not play file, please try again later. error# 0x80040273 I made the 
Not happy. This is only a portion of this episode. It cuts off in the middle of a sentence  
Will Denis Leary ever figure out he can t act... Well the title kind of says it all. Dull,ugly,boring men in a dull,ugly boring movie. Also the most unreallistic sexual 
A stellar book, a disappointing movie. My boys and I read My Side of the Mountain together for our homeschooling lessons. I can t tell you how much we loved 
UnBox video not yet working. Will not play once video was downloaded. I get the error message: can not play file, please try again later. error# 0x80040273 I made the 
Only mildly interesting, and no classic . I saw this at the library and brought it home, thinking it might be interesting to watch. I very rarely watch films made 
Not very likeable or fun. I felt more sympathetic toward the hookers and sex workers in Km.0 and the porn folks in Fluffer than I did with these sad, scheming, 
Not Happy. I m a fan of NCIS, but living in australia means that the episodes and dvd s area released months behind those in the USA. Why is this 
Just awful. One of the worst movies I ve ever seen. To begin with, it butchers a classic book -- my kids were appalled when Frightful the falcon was killed. 
The blue fairy? Gimmie a break!. This movie was cheeseball beginning to end...I thought the concept was corny even before I watched it but decided to give it a try 
Pretty forgotten by now. The Forgotten starring Julianne Moore and Domnic West is a slow, tepid, and hard to grasp film. The previews for this film were better than the 
one of the worsts!. the movie title itself says a lot, the movie itself is a total scam, fools people to rent or to watch it. a horrible directing, script 
AWFUL!. ok SO FIRST LETS GET ONE THING STRAIT THIS IS ONE OF THE WORST MOVIES EVER AND THATS ABOUT IT.ok so I really liked the book and i was 
I ve seen wayyyy better... even Fonda s hotness couldn t save it. I have never saw the original Nikita merely because its hard to find. I settled with the 
Poor support. This was my first download of this type and also my last. I did get it to play with my desktop where I downloaded it but moving it 
Brannaugh Blows it Again-Bad!. Although not a fan of Kenneth Brannaugh s, I was willing to give his Hamlet a fair viewing. Since this is my favorite play, I was 
You love it...or you hate it..it seems to be that way!!!. Having watched this film three times since 1996,I keep revisiting it hoping that maybe something in me would change 
pretty lame. maybe i m spoiled by big-budget sci-fi films, but i thought this movie kind of stunk. it felt and looked like a TV movie and wasn t scary, 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
Lame. Two problems.First problem. Let s say you re the typical kidnapper-rapist-killer. For fun and out of postmodern boredom, you kidnap two girls off the street in New York City. 
If I could give it a negative 5, I would... This movie was just about the worst movie I ever saw... so utterly and painfully pointless, and not the slightest 
The Snake Man Cometh..... Okay, the rating above is not going to be liked but I have to be truthful.The only good thing going for this movie was the return 
Pretentious and Mediocre. This is by far the most pretentious piece of French crap I have seen in years. What bothers me are not the admittedly disturbing scenes, but rather 
Horrid. I once saw this movie seven years ago and really liked it. Hey, I was young and naive. I recently rented this movie to see it again. I was 
Misleading search results. I bought this DVD on the basis that Shania Twain performed the half time show. Even when i did a search for Shania Twain this DVD was 
just not really funny. If you aren t really into jokes about the difference between black white, sex, drugs and how bad gays are this is not for you.I had 
 I can t see ya, but I know you re here. I can feel it. . The story of Wim Wenders Wings of Desire is told through images and 
Extreme something. Some folks need only a paper-thin plot to string together a bunch of action sequences, without character or theme or language or logic getting in the way. If 
Poor support. This was my first download of this type and also my last. I did get it to play with my desktop where I downloaded it but moving it 
Please enter a title for your review. Interesting premise, but the plot is like swiss cheese.This review will just be a point by point of all the major things that 
Like All Gossip: A Lot of Talk About Nothing!. A very boring and stupid film about college freshmen with a kindergarten maturity level. The movie is horribly slow to get 
This version is as exciting as paint drying. When this film version of Much Ado About Nothing came out, there was a great deal of critical acclaim for it. I 
Starts Out Strong, But Fizzles Quickly... Let me start by saying that I may need to quit listening to the opinions of some of my co-workers in regards to movies 
A great film given the basest possible DVD treatment from Fox Lorber. Most of those who were lucky enough to see this stunning Srdjan Dragojevic film at select film festivals 
Why does Jet Li star in Wong Jing films?. This film has been re-released as Meltdown. There are a few reasons for watching this movie: 1 Jet Li. 2 Chingmy 
too much hollywood hype. When I saw this movie as a young boy, I loved it. I saw it later in life, having served 4 years in the USMC, and 
Star Trek: City on the Edge of Forever. My favorite show of the Trek series but there s no way I d buy another individual program from Amazon. It will 
Where s Richard Pryor when we need him?. eddie murphy is a comical guy, but is he really the right guy to play in something as stupid as this? Of 
where is the class?. one of the most pretentious and exaggerating movies ever seen. the dialogue, the acting...whatever, all suck big time. everything in this movie looked unrealistic, not funny 
The usual Cardone fare. The Forsaken J. S. Cardone, 2001 I should probably know better by now. And yet I still subject myself to J. S. Cardone movies.In this one, 
Please not another season of this!. Ok so I have always thought Courteney Cox should not be allowed on screen due to lack of acting talent and this show just 
Not good, but what other choice do you have. First of all, I would like to start off by saying that this movie sucks. Here are a few of the 
I ve been cheated by Amazon. It really sucks, tried to download but it s not able to be viewed in pc s outsided the united states. Crikey.I ll have 
Warning Incomplete Episode!!!. The episodes in this series have an average running time of 50 minutes. This one happens to be only 18 minutes. This mean sthat the file abruptly 
Sentimental and fake. Having enjoyed LOST IN TRANSLATION, I thought I might like this one, which seems to have some sort of cult reputation-- why I can t fathom. The 
No need to Suicide. I get the story line but 5 grown women need to suicide!? The one dare to have a boyfriend and not go home for the night. 
kind of aimless. I found this movie somewhat entertaining, although the intertwining stories were a mixed bag of annoying and fun. Unfortunately the fact that the stories each receive only 
Just not gripping. Admittedly the film is clever and the acting is good and it has it s moments of entertainment, BUT overall it s long and pretty boring. It 
McGregor and Judd voyage threw a boring obsession tale. Ewan McGregor The Pillow Book, Brassed Off , becomes obsessed with mystery woman Ashley Judd Double Jepordy, Twisted and soon he 
Children, lend me your ears. Children of the Corn had some potential: a corn cult for children with a charismatic adolescent as its leader takes over a rural town in 
Dont get Fiji final week ... Dont dwnld Survivor, Thunderstorms & Sacrifice . Its my fault for not reading the whole thing. you would think that the last episode would 
an affair to remember. i think the newer version the love affair with Warren Beatty Annette Benning better.  
To bad... Not my cup a tea. Poor sound and average picture. Just for Excalibur freaks...?!  
Not Happy. I m a fan of NCIS, but living in australia means that the episodes and dvd s area released months behind those in the USA. Why is this 
Beware of Unbox!!!. Amazon is offering a promotion where you are supposed to get a free TV show whenever you buy a DVD in Dec. Well, they charged me for 
Quack,Quack!. The Hospital as well-crafted as it is is a wholly unpleasant viewing experience. It is not so much a dark comedy but a mean-spirited one. I was a fan 
He was fired from GM for calling off and showing up late. what a joke...people believe the stupidest things...do some research and you will see that this is a joke. 
Not a sequel just another werewolf movie. For those that waited all these years for a sequel to the classic American Werewolf in London, the wait is not over.American adventurers 
Becomes Old Very Fast!. The first five minutes of the dvd was interesting; however, after that I found that I was forcing myself to watch it without a great deal 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
A really unfunny comedy. I saw this movie in the theater and was amazed at how quiet it was in there! Since I was bored, I found myself looking at 
DUMB PERFORMANCES. Everything is this movie seems out of place. The old cliche &quot;good cop-bad cop&quot;, lived by Sutherland and his pal doesn t work at all! Dridget is in 
SUPER TEEN. Having been a teenager once, I can certainly understand the inner turmoil and angst teens experience. However, in PUMP UP THE VOLUME, the movie s attempt to martyrize 
Attempts To Be Provokative, Turns Out Ultra-Violent Gore. The ideas behind 15 minutes aren t bad at all. Take one Robert DeNiro, put him in New York, mix him with 
Don t Buy This Widescreen Edition!. Don t buy the widescreen edition of this dvd!! I purchased the full frame version of this movie a few years ago and recently 
What Were They Thinking?. Man, I don t know what the other reviewers of this movie were smoking, but it should be illegal! This is, first off, a terrible DVD: 
WHO S THAT KNOCKING IN THE WOODS. THE TOMMYKNOCKERS is one of the more unsuccessful of Stephen King adaptations to hit the screen. Originally a 1993 tv miniseries, the movie 
Off the Formula But Still Disappointing. The Rebel-With-A-Heart-of-Gold-Who-Learns-The-Meaning-Of-Love scenario is put aside for a kind of soft spoof of spy pictures, which were very popular in the movies and on 
Not for normal people. I thought my 2 and 4 year old sons could learn a few things about table manners by watching this video. It turns out that this 
A Disappointment. First of all, I am a Joy Division and New Order fan; therefore, I tried to like this. Really, I did.Sadly, this film stinks. The focus is not 
New York stock trader to messenger?. I don t think so. Contrived movie with a little cycling thrown in to make up for a poor script. Think about it: take 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
Please not another season of this!. Ok so I have always thought Courteney Cox should not be allowed on screen due to lack of acting talent and this show just 
Beware of Unbox!!!. Amazon is offering a promotion where you are supposed to get a free TV show whenever you buy a DVD in Dec. Well, they charged me for 
Survivor Rip Off. I have bought 2 seasons of Survivor on unbox and both of them are not complete. Very dissapointing. Guatemala episode 11 is from a completely different season 
Lame. Two problems.First problem. Let s say you re the typical kidnapper-rapist-killer. For fun and out of postmodern boredom, you kidnap two girls off the street in New York City. 
it was egh. I gave it two stars because while I didn t hate it, it was dull and predictable. I see beter plots on TV s Starsky and Hutch. 
Really awful!!! Rankin Bass needs to hire good singers. This is the worst holiday movie in America! I mean if you buy this product you ll face torture as in 
boring chick flick. there is no actualy snowboarding or skiing, its a boring chick flick with a ranting sissy main characte  
Not worth seeing. George Segal is a good actor, but he is out of his element in this type of movie. He is much better in light-hearted movies like Fun 
Don t bother with this one!. First of all I m a Sherlock Holmes fan and have a hard time with some of the parodies. I am also a big 
Movie great, DVD substandard. The sound on this DVD is absolutely horrible. The dialogue is at a much lower volume than the music and sound effects, making it impossible to 
Good supporting cast, lead man is lost. Other reviewers who detail the silly political-correctness and faux-politics are right... This is Clancy-for-dummies. Ford s Jack Ryan was sometimes a step behind, 
One Word - Depressing!!!!!!!!. This movie I think was just plain depressing! Just when you think something good and happy will happen, someone dies, people seperate, bones are broken, so 
Offensive. This is one of the most offensive and anti-gay movies I have ever seen. Don t let the title or the box fool you. Every character in this movie 
Enjoyable At Some Parts But Just Plain Stupid In Others. What i mean by the title of my review is yes this movie is going to be funny its Monty 
Please do not watch. This is one of the worst movies that I have ever seen in my life. If you are expecting another classic like Anchorman watch another movie. 
Being a French filmmaker only gets you so far.... This film is pure c..p. For many years, there has been explicit sex used in many mainstream European films. It is 
Dont get Fiji final week ... Dont dwnld Survivor, Thunderstorms & Sacrifice . Its my fault for not reading the whole thing. you would think that the last episode would 
Favorite ALICE, Lackluster DVD. This is my favorite production of the ALICE books. I love the sets, songs, and casting. It s also very British, which I think adds another 
Lacking of the facts. Don t let a propoganda wheel fool you of the truth1. The Miami Herald gained access to all Florida ballots and did their own recount, at 
Disappointed. This will only please the most ardent vampire fans. Why? It s exceedinly poorly written. I figured when I watched it it would either be a decent movie or 
senseless and absurd. sorry, can t finish this garbage movie. is this girl retarded or what? watching her father been killed in cold blood and got no feeling or emotion 
Dont get Fiji final week ... Dont dwnld Survivor, Thunderstorms & Sacrifice . Its my fault for not reading the whole thing. you would think that the last episode would 
UnBox video not yet working. Will not play once video was downloaded. I get the error message: can not play file, please try again later. error# 0x80040273 I made the 
could not be viewed!. i downloaded it and i couldn t view the video paste the intro. then i RE-downloaded it thinking that maybe it was a corrupt file, but 
could not be viewed!. i downloaded it and i couldn t view the video paste the intro. then i RE-downloaded it thinking that maybe it was a corrupt file, but 
Star Trek: City on the Edge of Forever. My favorite show of the Trek series but there s no way I d buy another individual program from Amazon. It will 
Weak script, poor performance.... Well, nice cinematography as set-designer work: nicely interiors and well dressed actors. Maybe, visually it is enough to keep you watching this movie once, but not 
GREAT HORSES!!!!. Movie is horrible but horses are FABULOUS! This is some of the best footage of the fabled Andalusian Horses I ve ever seen - if there s more 
Definitely NOT a comedy but... It s an interesting approach at what people will do for money. Still, I hated it. John Travolta was terrible [as usual]. Lisa Kudrow, who 
Poor support. This was my first download of this type and also my last. I did get it to play with my desktop where I downloaded it but moving it 
Attack of the Mutant Flies. The script outrageously lifts the opening set up from &quot; The Big Chill&quot; until the swarm of mutant flies shows up and attacks the cast. 
waste of money. Dont purchase episode 5 of season 2, it s 7 minutes long and you dont get any of the Charlie Murphy Prince story. WTF!!! Can someone fix 
Aaron Kwok gives a great performance in this silly cop movie. Kwok is on fire in this movie with maybe his best physical performance ever. He looks like a pop 
Not so much a horror movie per say.... This movie is more dark comedy and trippy foreign bizarrovision film than dyed-in-the-wool Zombie Fest.If you were like me, who isn t 
I ve seen better. I was somewhat entertained watching this movie, John Travolta made it more interesting that it would have without him. However, it did not really impress me 
Feedback from Real Apache Calculus Wiz . I saw a few scenes and couldn t even continue watching. I like a lot of Charles Bronson s movies. Examples include Death 
Land of Oprahisms. Having avoided seeing this film, I found that the mistake of sending my partner to the rental store on his on, brought Tuesday... unbiden into our home.My 
DVD PUT IT ON DVD. I DONT WONT TO DOWNLOAD IT I WONT IT ALL ON DVD THIS IS WASTE MONE  
Pale reflection of the 1932 Original. I saw this movie on T.V. a few years ago, and since then I have bought the original Tarzan MGM movies. This version is 
Not happy. This is only a portion of this episode. It cuts off in the middle of a sentence  
Missing episodes. This series is being sold with missing episodes, like many others here in Unbox. Do they think their customers are so dumb? Would you buy a DVD series 
Defective Filmmaking. Willy Wonka meets Dr. Strangelove in this one-of-a-kind cinematic disaster. Barry Levinson s longtime dream project emerges as a garish nightmare. The impressive production design wears out its 
waste of money. Dont purchase episode 5 of season 2, it s 7 minutes long and you dont get any of the Charlie Murphy Prince story. WTF!!! Can someone fix 
My Own Personal Hell. This is the first time I delved into the HellRaiser series, and I have to admit, I kind of regret it. The film opens with a 
A vain attempt. Like my title suggests this movie is a vain attempt to take credit from the first movie to sell sub-par music to a new generation of viewers. 
Boring!. After reading so many rave reviews, I decided to buy this video. I owe many, many workout videos and this is the most boring by far. I have never 
Hard to Find DVD. This romantic comedy was charming, funny, and clever. I recommend it to anyone who doesn t have a problem with heavy British accents. If you do, 
Considering when it was made, not too bad a movie. This was undoubtedly a propaganda film, but if one remembers when it was made and makes the necessary allowances, it 
The Legend Exceeds The Reality. I have always been an avid fan of Westerns in general, and Charlton Heston in particular, but this is one of those movies where the 
A stellar book, a disappointing movie. My boys and I read My Side of the Mountain together for our homeschooling lessons. I can t tell you how much we loved 
Paris When It Fizzles. In 1964 when this movie came out in the theaters the reviews it got were not good. I was 14 at the time and remember my 
waste of money. Dont purchase episode 5 of season 2, it s 7 minutes long and you dont get any of the Charlie Murphy Prince story. WTF!!! Can someone fix 
Good Movie for under 3.00. I must say, this isn t the best of Ralph Bakshi. I bet the soundtrack would be worth more then the movie. There is some 
AMAZON SUCKS. I live in the UK and Amazon doesn t allow me to download ANY off the NCIS shows. This service should be open to all amazon users......!!!!!!  
could not be viewed!. i downloaded it and i couldn t view the video paste the intro. then i RE-downloaded it thinking that maybe it was a corrupt file, but 
Beware of Unbox!!!. Amazon is offering a promotion where you are supposed to get a free TV show whenever you buy a DVD in Dec. Well, they charged me for 
A poor man s Dick . I m sorry, but this movie is clearly nothing more than and overdramaticized and historically inaccurate retelling of the story much more riotiously and 
The Lisbon Suicides. Therese, Lux, Mary, Bonnie and Cecilia make up the five Lisbon girls, ages 13, 14, 15, 16 and 17. Cecilia, the youngest, lives in her sisters shadows 
contrived, implausible crime drama. Four Brothers is yet another nail in the coffin of John Singleton s increasingly moribund moviemaking career. The director - who burst upon the scene in 
You have to download Amazon software into your PC... I am never happy when a purchase requires that you install the company s software. The vid is encrypted so that 
let s make this short and sweet... This is one of the most boring movies I have ever seen. I knew from the very beginning of the movie that there 
Far and Away. Very disappointed because I can t watch it on my DVD player. I would have asked for a refund and returned it but don t know how 
Take It Off The Rack And It s Wack Put It Back. I don t know what s up with all of these 4-5 star reviews. This movie was awful. 
 The Silence of the Dummies . This is overall a real hoot! Anthony Hopkins is superb! Fats the dummy steals lots of the scenes.The question that crosses my mind 
Complicated with pointless storylines. I was tod to watch this film from a co-worker and I was jsut dissapointed. I could not believe I wasted almost 2 hours watching this 
GARBAGE. Don t waste your time or money with this DVD. The best part of the DVD is probably the Trailers and most of those are Garbage also. My DVD 
Missing episodes. This series is being sold with missing episodes, like many others here in Unbox. Do they think their customers are so dumb? Would you buy a DVD series 
Beware of Unbox!!!. Amazon is offering a promotion where you are supposed to get a free TV show whenever you buy a DVD in Dec. Well, they charged me for 
Poor support. This was my first download of this type and also my last. I did get it to play with my desktop where I downloaded it but moving it 
Warning Incomplete Episode!!!. The episodes in this series have an average running time of 50 minutes. This one happens to be only 18 minutes. This mean sthat the file abruptly 
bad baby, bad!. Okay, it s not high art but this film has something to say all be it in a round about fashion. It does make the viewer wonder 
RIPOFF. I purchased the UNBOX version, or The International Release of Eragon. The movies picture disappeared after 42.10 minutes, but not the sound. Amazon should give me a refund of 
Virtual Snooze!. I bought it because I had heard it was a good flick! Well after watching it I gave it to my brother. Save your money  
Missing episodes. This series is being sold with missing episodes, like many others here in Unbox. Do they think their customers are so dumb? Would you buy a DVD series 
Too bad I ll have to forego........... The many reviews I have read of The Merchant of Venice make me thirst nearly unbearably to purchase this DVD. However, I cannot, 
swallow. The expectations for this film were high- a good cast and a promise of a remake of an old movie using today s technology.Alas- the movie was disappointing. The 
Not happy. This is only a portion of this episode. It cuts off in the middle of a sentence  
What about the missing episodes. Why should one buy this series? What about the missing episodes? Are they going to be added later, or this is it? I cannot believe 
What happened at the last 15 mins. I agree with most of the reviews here that the movie is just so bad. The director had the wrong idea of an 
How to destroy your career in one simple movie. George Sluizer s original Dutch-French version of The Vanishing aka The Man Who Wanted to Know offers one of European cinema 
You Can t Go Home Again. I knew Woodrow Call, and Jon Voight is no Woodrow Call. Voight is less than nothing. Return to Lonesome Dove is less than nothing, 
Very disappointing. I didn t have high expectations for this movie, yet it still managed to completely disappoint me. I adore Robin Williams, and his performance was the best part 
Van Damnes worst. Im a big fan of Van Damne,but when i saw this movie i was really disapointed,the setting is dull,the story is dull and the guy he fights 
The ahem ...LESSER Farrelly film. Ok, check it out, there s two Jack Blacks. One is the guy from Tenacious D, you see him all the time. He s funny 
Are there O stars?. I am SOOOOOOOO mad. I ve just wasted almost two hours of my life watching this movie. And why? Because of the reviewers that gave this 
Sorry. This movie is so freakin stupid. Yes its funny...but so very dumb. Not good dumb; bad dumb. Terribly, painfully stupid. Funny at times. Best avoided or taken in small 
A Letdown from National Lampoon. This could have been a good movie. The premise was ripe for exploitation and nobody exploits the stupidity of people in general and young people 
Fascination: Where narcissism collides with eroticism. Looking for a really good thriller, I spotted Fascination, with Jacqueline Bisset and was sure that with her and the cast, my husband and 
Bad from beginning to end. Not sure what is worse, the horrible script or the horrible acting. Typical mean girl makes epiphany and changes to good person script. Watching Schneider 
The Itsy Bitsy Problem. By the time you see the ending, you ll already be wishing that you hadn t watched this movie  
 HOOSIERS slasher style... this movie is part Canadian soap opera and part effective slasher movie. The plot is a ripoff of THE PROWLER, or vice versa either way, the 
Monkey Business. A dissapointment. Sadly, neither of these actresses were wearing masks in this film.What in the hell happened to Kelli McGillis? Don t expect to see anyone even closely 
Better than many, but doesn t match the hype. On the most fundamental level, i.e.,a sexual semi-erotic level, L Ennui most definitely has its moments. As a total film, however, 
Historically important, but a very unorthodox, uneven film. Rudolf Nureyev and Margot Fonteyn. No other ballet partnership is as legendary -- the fiery Russian defector and the graceful, aging English 
